,Unnamed: 0,index,CID,Category,SubCategory,HeelHeight,Insole,Closure,Gender,Material,ToeStyle,5,4,3,2,1,Brand,Name,Color,Price
8554,8554,26956,7980490-357313,Shoes,Sneakers and Athletic Shoes,,Textile,Lace up,Boys;Girls,Synthetic,,7881308-31178,7908952-12309,7925401-385732,7836534-155,7980490-294993,,,,
8555,8555,26957,7980490-357314,Shoes,Sneakers and Athletic Shoes,,Textile,Lace up,Boys;Girls,Synthetic,,7997010-460,7708969-259527,7383355-272437,7887494-29891,7980490-357313,,,,
8556,8556,26960,7980503-357313,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys;Girls,Suede,,7802931-371535,8082457-393564,7702162-7243,7651819-320474,7980490-357314,,,,
8557,8557,26961,7980505-20660,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Girls,Mesh;Synthetic,,7997010-460,7803849-389005,7294835-8914,7945787-155,7980503-357313,,,,
8558,8558,26962,7980506-357326,Shoes,Sneakers and Athletic Shoes,,,Lace up,Boys,Leather;Mesh;Suede,,7765346-744,7966722-3,7666765-1001,7891843-742,7980505-20660,,,,
8559,8559,26963,7980507-357327,Shoes,Sneakers and Athletic Shoes,,Textile,Lace up,Boys,Mesh;Synthetic,Round Toe,7983408-349428,7938638-183092,8015116-81441,7813244-158,7980506-357326,,,,
8560,8560,26967,7980513-559,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Girls,Mesh;Suede,,8034692-183092,8020147-404919,8022236-6,7230966-323449,7980507-357327,,,,
8561,8561,26968,7980513-20660,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Girls,Mesh;Suede,,8034692-183092,7930052-334814,7984100-8439,8053552-3992,7980513-559,,,,
8562,8562,26969,7980518-4766,Shoes,Sneakers and Athletic Shoes,,EVA;Textile,Lace up,Boys,Mesh;Suede,,7885702-920,8085790-106860,8117132-404828,7903850-353712,7980513-20660,,,,
8563,8563,26970,7980518-357337,Shoes,Sneakers and Athletic Shoes,,EVA;Textile,Lace up,Boys,Mesh;Suede,,8034692-183092,7909937-632,7903845-62382,7884286-116589,7980518-4766,,,,
8564,8564,26971,7980523-96915,Shoes,Sneakers and Athletic Shoes,,,Bungee,Girls,Mesh;Synthetic,Round Toe,7802931-371535,7896405-183092,8065312-385659,8046392-378182,7980518-357337,,,,
8565,8565,26972,7980523-231656,Shoes,Sneakers and Athletic Shoes,,,Bungee,Girls,Mesh;Synthetic,Round Toe,7758994-262276,7354539-257631,8024107-371148,7970331-352796,7980523-96915,,,,
8566,8566,26973,7980531-10623,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Girls,Mesh;Rubber;Suede,,7594567-289850,8103834-399966,7882097-288521,8036491-394906,7980523-231656,,,,
8567,8567,26974,7980531-96223,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Girls,Mesh;Suede,,7764678-367902,7816719-790,7973249-354106,8044531-377479,7980531-10623,,,,
8568,8568,26978,7980535-35888,Shoes,Sneakers and Athletic Shoes,,,Bungee,Boys,Mesh;Synthetic,Round Toe,7885702-920,7856995-40543,8018591-168015,8058055-956,7980531-96223,,,,
8569,8569,26979,7980544-3,Shoes,Sneakers and Athletic Shoes,,,Bungee,Boys,Mesh;Synthetic,Round Toe,7296120-1834,8061247-3,8044496-377474,7969427-352521,7980535-35888,,,,
8570,8570,26980,7980544-411,Shoes,Sneakers and Athletic Shoes,,,Bungee,Boys,Mesh;Synthetic,Round Toe,7997010-460,7755396-237611,7598877-356032,7873298-386546,7980544-3,,,,
8571,8571,26981,7980554-4766,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Boys,Mesh;Rubber;Suede,,8067873-28814,7240491-151,7933377-358519,8076032-529,7980544-411,,,,
8572,8572,26982,7980554-357347,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Boys,Mesh;Rubber;Suede,,7997010-460,8063554-391950,8074677-744,7648875-60041,7980554-4766,,,,
8573,8573,26983,7980555-45499,Shoes,Sneakers and Athletic Shoes,,Padded;Removable;Textile,Lace up,Boys;Girls,Leather,,7802931-371535,7513594-408,7843952-6,7989626-349858,7980554-357347,,,,
8574,8574,26984,7980555-355558,Shoes,Sneakers and Athletic Shoes,,Padded;Removable;Textile,Lace up,Boys;Girls,Leather,,7879262-320809,7965547-369395,7675942-305066,8026320-371531,7980555-45499,,,,
8575,8575,26985,7980556-10623,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Girls,Mesh;Rubber;Suede,,8034692-183092,7811693-19682,7965341-367459,7982988-7605,7980555-355558,,,,
8576,8576,26986,7980556-96223,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Girls,Mesh;Rubber;Suede,,7911245-1001,7879348-367059,7913616-21196,7285601-151,7980556-10623,,,,
8577,8577,26987,7980563-158,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Boys,Mesh;Suede,,7765346-744,8074126-390258,8030011-373251,7988434-359872,7980556-96223,,,,
8578,8578,26988,7980563-396,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Boys,Mesh;Suede,,7892195-326325,7799240-355371,8031220-3,8101144-1802,7980563-158,,,,
8579,8579,26990,7980567-279843,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded;Removable;Textile,Lace up,Boys;Girls,Nylon;Suede,,8034692-183092,7956904-226752,7981427-369573,8016207-139,7980563-396,,,,
8580,8580,26991,7980568-574,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Girls,Mesh;Rubber;Synthetic,,7920954-20,8010804-366641,8056827-382158,7762705-30126,7980567-279843,,,,
8581,8581,26997,7980625-158,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Boys,Mesh;Suede,,7997010-460,8036322-375061,8049599-1413,8067125-139,7980568-574,,,,
8582,8582,26998,7980625-396,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Boys,Mesh;Suede,,7997010-460,8013425-367384,7762894-11881,7928043-356019,7980625-158,,,,
8583,8583,27001,7980635-559,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Girls,Mesh;Synthetic,,8034692-183092,7975542-45801,8023428-371006,7993033-18,7980625-396,,,,
8584,8584,27002,7980635-574,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Girls,Mesh;Synthetic,,7765346-744,7975760-355332,8035702-374915,7950947-389945,7980635-559,,,,
8585,8585,27003,7980647-151,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Boys;Girls,Rubber;Synthetic,,7997010-460,7888446-4766,7977806-764,8027570-34646,7980635-574,,,,
8586,8586,27004,7980647-754,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Boys;Girls,Rubber;Synthetic,,7765346-744,7657645-8476,7528086-187248,7975286-335118,7980647-151,,,,
8587,8587,27005,7980647-2537,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Boys;Girls,Rubber;Synthetic,,7765346-744,8016199-387759,7886481-632,7887843-324635,7980647-754,,,,
8588,8588,27011,7980748-151,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Neoprene;Synthetic,,8034692-183092,7241214-289,7653415-14,7174805-18055,7980647-2537,,,,
8589,8589,27012,7980748-3454,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Neoprene;Synthetic,,7885702-920,7909937-3,7189931-401,8029418-3691,7980748-151,,,,
8590,8590,27013,7980748-37269,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Neoprene;Synthetic,,7841215-3,7652831-268123,8018885-9068,8126542-6933,7980748-3454,,,,
8591,8591,27014,7980748-384830,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Neoprene;Synthetic,,7735356-219851,7935536-301345,7421485-311941,7285610-3,7980748-37269,,,,
8592,8592,27015,7980748-384832,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Neoprene;Synthetic,,7997010-460,7990364-360509,7833383-3,7973617-359,7980748-384830,,,,
8593,8593,27016,7980754-151,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Leather;Neoprene,,7997010-460,7255074-384949,7917695-379823,7969922-6124,7980748-384832,,,,
8594,8594,27017,7980754-3454,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Leather;Neoprene,,7735313-269485,7897108-141,7989467-355369,8022236-151,7980754-151,,,,
8595,8595,27018,7980754-9270,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Leather;Neoprene,,7997010-460,8055679-409,7171410-38965,8166561-115672,7980754-3454,,,,
8596,8596,27019,7980754-37269,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Leather;Neoprene,,7698880-3,8064897-26763,7996528-362997,7975721-3,7980754-9270,,,,
8597,8597,27020,7980755-3454,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Leather;Rubber,,7802931-371535,8085790-155904,7951050-389731,7230966-24436,7980754-37269,,,,
8598,8598,27021,7980755-37269,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Leather;Rubber,,7919188-334676,7218885-655,7986955-359513,8058558-262719,7980755-3454,,,,
8599,8599,27022,7980757-2294,Shoes,Sneakers and Athletic Shoes,,EVA;Textile,Lace up,Men,Leather;Neoprene,,7896178-328376,7654238-188324,7836533-16190,7976172-355539,7980755-37269,,,,
8600,8600,27023,7980757-37269,Shoes,Sneakers and Athletic Shoes,,EVA;Textile,Lace up,Men,Leather;Neoprene,,7919188-334676,7722111-383297,8073900-390135,8036995-259592,7980757-2294,,,,
8601,8601,27024,7980757-384840,Shoes,Sneakers and Athletic Shoes,,EVA;Textile,Lace up,Men,Leather;Neoprene,,7885702-920,7228027-3,7764653-367882,7683768-568,7980757-37269,,,,
8602,8602,27025,7980854-357505,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,Mesh;Synthetic,,7978043-384575,7329178-1412,7182624-183092,7925271-337368,7980757-384840,,,,
8603,8603,27026,7980854-357506,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,Mesh;Synthetic,,7593971-387237,8069459-387908,7990718-68,126799-348869,7980854-357505,,,,
8604,8604,27027,7980864-357513,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Girls,Mesh;Synthetic,,7698880-3,7684807-370715,7459724-319011,8002206-109449,7980854-357506,,,,
8605,8605,27028,7980864-357514,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Girls,Mesh;Synthetic,,7879262-320809,7964162-367063,7997470-363248,7925061-370093,7980864-357513,,,,
8606,8606,27029,7980873-357505,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Hook and Loop;Slip-On,Boys,Mesh;Rubber;Synthetic,,7919188-334676,7655671-151,7508777-506,7962637-357262,7980864-357514,,,,
8607,8607,27030,7980879-357513,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Hook and Loop;Lace up,Girls,Mesh;Rubber;Synthetic,,7765346-744,8025537-371478,7980278-275814,7873364-337666,7980873-357505,,,,
8608,8608,27031,7980885-343858,Shoes,Sneakers and Athletic Shoes,,,Lace up,Boys;Girls,Leather,,7296120-1834,7971586-29629,7788090-287703,7903942-326635,7980879-357513,,,,
8609,8609,27032,7980885-357516,Shoes,Sneakers and Athletic Shoes,,,Lace up,Boys;Girls,Leather,,8034692-183092,8008070-6,7924194-83799,7891832-326164,7980885-343858,,,,
8610,8610,27033,7980891-343858,Shoes,Sneakers and Athletic Shoes,,Leather;Padded,Lace up,Boys;Girls,Leather;Rubber,,7296120-1834,7890270-375063,7980031-30126,7802297-353806,7980885-357516,,,,
8611,8611,27034,7980891-357516,Shoes,Sneakers and Athletic Shoes,,Leather;Padded,Lace up,Boys;Girls,Leather;Rubber,,7885702-920,7879537-3,8069613-387984,8050494-74429,7980891-343858,,,,
8612,8612,27035,7980905-357519,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,,,7919188-334676,126799-348869,8034523-133085,7978915-370376,7980891-357516,,,,
8613,8613,27036,7980919-357519,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,,,7885702-920,103787-183092,7883696-292952,7765739-1001,7980905-357519,,,,
8614,8614,27037,7980919-357520,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,,,7594567-289850,7722804-264696,7988434-359872,7892396-1681,7980919-357519,,,,
8615,8615,27038,7980926-357524,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Girls,,,7997010-460,7421558-51157,7904380-6583,7979586-373790,7980919-357520,,,,
8616,8616,27039,7980929-357524,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Girls,,,7898404-329101,7799240-361083,7740329-231,7883255-375689,7980926-357524,,,,
8617,8617,27040,7980935-365408,Shoes,Sneakers and Athletic Shoes,,Textile,Lace up,Girls,Leather,,7997010-460,7764678-196917,8059249-475,8127061-407990,7980929-357524,,,,
8618,8618,27041,7980938-39304,Shoes,Sneakers and Athletic Shoes,,Textile,Lace up,Boys,Leather,,7879262-320809,7885654-12520,8076030-30936,7415168-3,7980935-365408,,,,
8619,8619,27042,7980942-365408,Shoes,Sneakers and Athletic Shoes,,Textile,Lace up,Girls,Leather,,7516006-182525,7977227-911,7980986-24099,7397010-7243,7980938-39304,,,,
8620,8620,27043,7980945-357529,Shoes,Sneakers and Athletic Shoes,,Textile,Elastic Gore;Lace up,Boys,Leather,,7698880-3,7881709-322316,7948289-21196,7610635-6204,7980942-365408,,,,
8621,8621,27044,7980947-357533,Shoes,Sneakers and Athletic Shoes,,Padded;Textile,Lace up,Boys,Canvas,,7764678-367902,7879557-59612,8035870-151,7567505-401,7980945-357529,,,,
8622,8622,27045,7980949-357533,Shoes,Sneakers and Athletic Shoes,,Textile,Elastic Gore;Lace up,Boys,Canvas,,7594567-289850,7971870-353449,8015263-4854,7727184-744,7980947-357533,,,,
8623,8623,27046,7980986-3,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Suede,Moc Toe,7879262-320809,7718538-262709,7999406-30172,7973608-14,7980949-357533,,,,
8624,8624,27047,7980986-24099,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Suede,Moc Toe,7878788-356662,8042483-110899,7832745-385292,7966724-79274,7980986-3,,,,
8625,8625,27048,7980986-93647,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Suede,Moc Toe,7296120-1834,7975761-3,7329178-2557,7706785-911,7980986-24099,,,,
8626,8626,27049,7980990-92872,Shoes,Sneakers and Athletic Shoes,,Latex Lined;Padded,Lace up,Men,Suede;Wool,Moc Toe,7765346-744,7864697-382291,8007234-365733,7988739-6972,7980986-93647,,,,
8627,8627,27050,7980990-373109,Shoes,Sneakers and Athletic Shoes,,Latex Lined;Padded,Lace up,Men,Suede;Wool,Moc Toe,7733347-151,8034631-273286,7616087-9,7977266-325825,7980990-92872,,,,
8628,8628,27052,7981157-1737,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Women,Canvas;Leather;Suede,,8034692-183092,7920237-384443,8123850-378762,7975913-66486,7980990-373109,,,,
8629,8629,27053,7981157-16169,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Women,Canvas;Leather;Suede,,7698880-3,8018931-369432,7368342-2445,7421559-340442,7981157-1737,,,,
8630,8630,27054,7981168-30780,Shoes,Sneakers and Athletic Shoes,,Padded;Polyurethane,Lace up,Women,Canvas;Leather;Suede,,8034692-183092,7975663-373699,7875589-744,8058592-265680,7981157-16169,,,,
8631,8631,27055,7981169-76954,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Women,Leather;Suede,,7764678-367902,7894051-3454,7931184-10623,7615262-358880,7981168-30780,,,,
8632,8632,27056,7981169-158765,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Women,Leather;Suede,,7898404-329101,7898528-10668,7969476-352543,8075804-391051,7981169-76954,,,,
8633,8633,27057,7981170-13087,Shoes,Sneakers and Athletic Shoes,,Padded,Hook and Loop;Lace up,Women,Leather;Mesh;Suede,,8058559-262719,7909966-275,7974637-10623,7604642-29627,7981169-158765,,,,
8634,8634,27058,7981170-29312,Shoes,Sneakers and Athletic Shoes,,Padded,Hook and Loop;Lace up,Women,Leather;Mesh;Suede,,7919188-334676,7973586-102702,7977649-356361,7211140-372122,7981170-13087,,,,
8635,8635,27059,7981237-151,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,,7764678-367902,7399238-358814,8061044-3,8013385-367340,7981170-29312,,,,
8636,8636,27060,7981281-93499,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys;Girls,Canvas,,7885702-920,8085790-14,7373683-168018,8069432-387897,7981237-151,,,,
8637,8637,27072,7981381-1212,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men;Women,Canvas;Rubber,Moc Toe,7885702-920,7998948-3,7153332-1388,8015118-32846,7981281-93499,,,,
8638,8638,27073,7981381-4554,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men;Women,Canvas;Rubber,Moc Toe,7925401-337485,7903648-947,7956853-347808,7832210-353392,7981381-1212,,,,
8639,8639,27074,7981381-165791,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men;Women,Canvas;Rubber,Moc Toe,8067873-28814,7502014-374592,7706943-151,7980490-357313,7981381-4554,,,,
8640,8640,27077,7981412-6452,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys;Girls,Canvas,,8034692-183092,7943152-316945,7885664-141882,7819450-300810,7981381-165791,,,,
8641,8641,27083,7981427-369573,Shoes,Sneakers and Athletic Shoes,Flat,Padded;Removable,Hook and Loop;Lace up,Girls,Synthetic,,7885702-920,7815292-325768,7982987-101615,7979996-151,7981412-6452,,,,
8642,8642,27122,7981565-204205,Shoes,Sneakers and Athletic Shoes,,Removable,Lace up,Boys;Girls,Leather;Synthetic,,7873471-317771,7588242-183092,7979586-373790,7993559-395255,7981427-369573,,,,
8643,8643,27138,7981984-357713,Shoes,Sneakers and Athletic Shoes,,Padded,Elastic Gore;Hook and Loop,Boys;Girls,Canvas,,8034692-183092,7979349-356976,7883863-162682,7931187-3,7981565-204205,,,,
8644,8644,27144,7982038-357735,Shoes,Sneakers and Athletic Shoes,,EVA;Memory Foam;Moisture Wicking;Padded,Hook and Loop,Girls,Leather,,7594567-289850,7798005-327076,7915917-21196,7969787-352632,7981984-357713,,,,
8645,8645,27145,7982038-404848,Shoes,Sneakers and Athletic Shoes,,EVA;Memory Foam;Moisture Wicking;Padded,Hook and Loop,Girls,Leather,,7898404-329101,7719551-199136,7898361-325,7948162-344820,7982038-357735,,,,
8646,8646,27146,7982039-162682,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking;Padded,Hook and Loop,Boys,Leather,,8067873-28814,7606086-24150,7508775-1001,7982823-358040,7982038-404848,,,,
8647,8647,27147,7982039-357736,Shoes,Sneakers and Athletic Shoes,,Padded,Hook and Loop,Boys,Leather,,7885702-920,8047806-378634,7966214-18333,7979996-151,7982039-162682,,,,
8648,8648,27148,7982040-357735,Shoes,Sneakers and Athletic Shoes,,EVA;Memory Foam;Moisture Wicking;Padded,Hook and Loop,Girls,Leather;Rubber,,8034692-183092,8061051-383675,8029439-7953,8058724-8412,7982039-357736,,,,
8649,8649,27149,7982041-162682,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking;Padded,Hook and Loop,Boys,Leather;Rubber,,7885702-920,7975443-355084,7980635-559,7976641-355806,7982040-357735,,,,
8650,8650,27150,7982041-357736,Shoes,Sneakers and Athletic Shoes,,Padded,Hook and Loop,Boys,Leather,,7765346-744,7908956-331848,7960722-349058,7578314-327378,7982041-162682,,,,
8651,8651,27151,7982041-404849,Shoes,Sneakers and Athletic Shoes,,Padded,Hook and Loop,Boys,Leather,,7997010-460,8018424-369175,7977992-356449,7760778-337784,7982041-357736,,,,
8652,8652,27153,7982164-7646,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Toggle,Men,Mesh;Synthetic,,7931181-401,7875074-147,7978730-370357,8002239-14,7982041-404849,,,,
8653,8653,27154,7982164-183092,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Toggle,Men,Mesh;Synthetic,,7898404-329101,7204583-76276,7983856-535,8028463-27549,7982164-7646,,,,
8654,8654,27155,7982164-357808,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Toggle,Men,Mesh;Synthetic,,7553452-559,7887321-324462,7902829-330536,8066682-386264,7982164-183092,,,,
8655,8655,27156,7982165-275425,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Toggle,Men,Mesh,,7919188-334676,8064358-133085,7552473-151,7372444-151,7982164-357808,Salomon,X Ultra 3 Mid Winter TS CS WP,Monument/Black/Charlock,164.95
8656,8656,27157,7982165-357804,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Toggle,Men,Mesh,,7903475-330694,7988297-382705,8002206-129196,7960593-6,7982165-275425,Salomon,X Ultra 3 Mid Winter TS CS WP,Monument/Black/Charlock,164.95
8657,8657,27158,7982168-357809,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking;Padded,Lace up,Men,Mesh;Rubber,,7919188-334676,7276764-8313,8058563-382655,8089920-20,7982165-357804,,,,
8658,8658,27159,7982168-357810,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking;Padded,Lace up,Men,Mesh;Rubber,,7997010-460,8089916-36774,7553452-3,7956979-347815,7982168-357809,,,,
8659,8659,27161,7982200-85891,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking;Padded,Lace up,Men,Mesh;Rubber,,8055432-302454,7864556-350916,8074671-744,7403634-393044,7982168-357810,,,,
8660,8660,27162,7982200-357809,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking;Padded,Lace up,Men,Mesh;Rubber,,8067873-28814,7989468-360475,7723218-20310,7779500-183092,7982200-85891,,,,
8661,8661,27163,7982201-85891,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking;Padded,Lace up,Men,Mesh;Rubber,,8067873-28814,7836610-10715,7992297-409,7651970-158,7982200-357809,,,,
8662,8662,27164,7982204-76808,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking;Padded,Lace up,Men,Mesh;Rubber,,7885702-920,7925395-11682,7891054-363134,7932602-340417,7982201-85891,,,,
8663,8663,27166,7982217-167876,Shoes,Sneakers and Athletic Shoes,Flat,Moisture Wicking;Padded,Lace up,Men;Women,Mesh,,7802931-371535,7831843-304741,7978233-356574,8025795-371541,7982204-76808,,,,
8664,8664,27167,7982217-357820,Shoes,Sneakers and Athletic Shoes,Flat,Moisture Wicking;Padded,Lace up,Men;Women,Mesh,,8034694-44016,7971563-369527,7802305-632,7815628-243460,7982217-167876,,,,
8665,8665,27169,7982222-396477,Shoes,Sneakers and Athletic Shoes,,EVA,Toggle,Women,Mesh;Synthetic,,7925401-337485,8017553-69627,8056461-371183,7742825-146535,7982217-357820,,,,
8666,8666,27170,7982222-396478,Shoes,Sneakers and Athletic Shoes,,EVA,Toggle,Women,Mesh;Synthetic,,8067873-28814,8085801-529,7991265-6933,8036500-329698,7982222-396477,,,,
